貸出ID, DVD ID,顧客ID,映画ID,貸出日時,タイトル,概要,公開年,レンタル代,カテゴリ名
5217,4150,430,901,2005-07-09 11:56:50.000,TRACY CIDER,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,0.99,Animation
7809,4150,94,901,2005-07-28 07:59:46.000,TRACY CIDER,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,0.99,Animation
4583,4151,365,901,2005-07-08 06:09:44.000,TRACY CIDER,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,0.99,Animation
10092,4151,364,901,2005-07-31 20:28:09.000,TRACY CIDER,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,0.99,Animation
14165,4151,150,901,2005-08-21 02:59:17.000,TRACY CIDER,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,0.99,Animation
14857,4150,232,901,2005-08-22 02:42:39.000,TRACY CIDER,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,0.99,Animation
13218,4148,257,901,2005-08-19 15:39:39.000,TRACY CIDER,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,0.99,Animation
13963,4145,368,901,2005-08-20 18:20:18.000,TRACY CIDER,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,0.99,Animation
9241,4145,187,901,2005-07-30 13:58:41.000,TRACY CIDER,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,0.99,Animation
8756,4146,120,901,2005-07-29 19:18:57.000,TRACY CIDER,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,0.99,Animation
6364,4146,160,901,2005-07-11 21:14:48.000,TRACY CIDER,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,0.99,Animation
3013,4146,290,901,2005-06-20 10:45:09.000,TRACY CIDER,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,0.99,Animation
9705,4158,28,902,2005-07-31 07:40:33.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
5132,4158,101,902,2005-07-09 07:40:32.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
15321,4152,384,902,2005-08-22 20:20:04.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
10331,4152,575,902,2005-08-01 04:57:14.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
2773,4155,505,902,2005-06-19 18:04:18.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
15675,4153,293,902,2005-08-23 09:18:52.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
7523,4153,410,902,2005-07-27 21:11:23.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
3950,4153,598,902,2005-07-06 21:48:44.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
15699,4155,501,902,2005-08-23 10:20:35.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
8594,4155,115,902,2005-07-29 12:42:13.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
4926,4155,415,902,2005-07-08 22:01:48.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
4068,4152,206,902,2005-07-07 04:34:38.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
7002,4157,349,902,2005-07-27 01:26:14.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
12001,4158,52,902,2006-02-14 15:16:03.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
12666,4156,251,902,2005-08-18 19:11:41.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
129,4154,23,902,2005-05-25 21:20:03.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
2742,4154,187,902,2005-06-19 16:05:47.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
4241,4154,595,902,2005-07-07 13:39:00.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
8737,4154,298,902,2005-07-29 18:32:13.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
12754,4154,134,902,2005-08-18 22:37:41.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
313,4156,594,902,2005-05-26 22:56:19.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
2329,4156,587,902,2005-06-18 10:22:52.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
6197,4156,596,902,2005-07-11 12:09:51.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
9533,4156,522,902,2005-07-31 01:18:10.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
13792,4157,78,902,2005-08-20 12:21:37.000,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,4.99,Sports
10522,4159,254,903,2005-08-01 11:48:51.000,TRAFFIC HOBBIT,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,2006,4.99,Travel
8686,4160,52,903,2005-07-29 16:17:49.000,TRAFFIC HOBBIT,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,2006,4.99,Travel
12279,4159,421,903,2005-08-18 04:47:30.000,TRAFFIC HOBBIT,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,2006,4.99,Travel
4540,4160,309,903,2005-07-08 04:03:28.000,TRAFFIC HOBBIT,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,2006,4.99,Travel
14565,4160,250,903,2005-08-21 16:24:45.000,TRAFFIC HOBBIT,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,2006,4.99,Travel
8055,4162,304,904,2005-07-28 17:02:32.000,TRAIN BUNCH,A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India,2006,4.99,Horror
16030,4161,137,904,2005-08-23 21:56:04.000,TRAIN BUNCH,A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India,2006,4.99,Horror
14824,4162,594,904,2005-08-22 01:27:51.000,TRAIN BUNCH,A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India,2006,4.99,Horror
11480,4161,14,904,2005-08-02 22:18:24.000,TRAIN BUNCH,A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India,2006,4.99,Horror
14652,4163,453,905,2005-08-21 19:32:05.000,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,4.99,Comedy
558,4163,442,905,2005-05-28 08:38:43.000,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,4.99,Comedy
3759,4165,378,905,2005-07-06 12:46:38.000,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,4.99,Comedy
9361,4163,335,905,2005-07-30 18:43:49.000,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,4.99,Comedy
4273,4163,159,905,2005-07-07 14:40:22.000,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,4.99,Comedy
1298,4163,334,905,2005-06-15 09:32:53.000,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,4.99,Comedy
5085,4164,437,905,2005-07-09 05:36:49.000,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,4.99,Comedy
9377,4164,421,905,2005-07-30 19:12:18.000,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,4.99,Comedy
15958,4164,492,905,2005-08-23 19:22:36.000,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,4.99,Comedy
11980,4165,589,905,2005-08-17 18:10:18.000,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,4.99,Comedy
9205,4165,259,905,2005-07-30 12:46:40.000,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,4.99,Comedy
980,4169,273,906,2005-05-30 21:45:19.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
1555,4168,256,906,2005-06-16 02:17:07.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
5337,4168,343,906,2005-07-09 17:03:50.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
10397,4168,504,906,2005-08-01 07:11:27.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
14468,4168,224,906,2005-08-21 13:07:10.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
3372,4169,346,906,2005-06-21 13:34:19.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
12723,4167,430,906,2005-08-18 21:34:16.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
9147,4167,394,906,2005-07-30 10:38:59.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
4542,4169,293,906,2005-07-08 04:06:30.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
6363,4167,344,906,2005-07-11 21:13:19.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
10131,4169,510,906,2005-07-31 21:45:28.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
341,4168,56,906,2005-05-27 04:01:42.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
2530,4166,31,906,2005-06-19 01:20:00.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
7776,4170,385,906,2005-07-28 07:04:36.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
13396,4169,517,906,2005-08-19 22:06:09.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
15076,4170,287,906,2005-08-22 11:05:34.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
14905,4166,286,906,2005-08-22 04:34:22.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
4130,4170,256,906,2005-07-07 07:51:53.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
3571,4166,580,906,2005-07-06 03:32:31.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
10383,4166,592,906,2005-08-01 06:37:16.000,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,0.99,Comedy
12359,4172,28,907,2005-08-18 07:44:05.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
1598,4171,314,907,2005-06-16 06:02:39.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
4623,4171,593,907,2005-07-08 08:03:22.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
7633,4171,402,907,2005-07-28 01:03:41.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
13763,4171,469,907,2005-08-20 11:37:56.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
1802,4174,455,907,2005-06-16 20:23:30.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
4290,4174,277,907,2005-07-07 15:47:10.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
8508,4173,484,907,2005-07-29 09:34:38.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
9774,4174,306,907,2005-07-31 09:57:51.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
13290,4174,23,907,2005-08-19 18:31:50.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
2262,4172,218,907,2005-06-18 05:49:46.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
4049,4172,79,907,2005-07-07 03:34:53.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
11007,4172,98,907,2005-08-02 05:05:53.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
12948,4173,442,907,2005-08-19 05:55:14.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
990,4171,311,907,2005-05-30 23:25:14.000,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,0.99,Drama
13960,4177,459,908,2005-08-20 18:16:26.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
8057,4177,483,908,2005-07-28 17:07:13.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
8939,4175,598,908,2005-07-30 02:56:53.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
6415,4175,84,908,2005-07-11 23:27:52.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
13359,4175,434,908,2005-08-19 21:04:49.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
14995,4178,482,908,2005-08-22 07:52:31.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
1264,4176,439,908,2005-06-15 06:59:39.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
5681,4176,50,908,2005-07-10 08:48:39.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
10830,4176,148,908,2005-08-01 23:18:06.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
15415,4176,204,908,2005-08-22 23:48:56.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
9472,4178,404,908,2005-07-30 23:03:32.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
4880,4178,269,908,2005-07-08 19:36:17.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
2005,4177,234,908,2005-06-17 11:44:54.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
3212,4178,21,908,2005-06-21 01:04:35.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
5969,4177,433,908,2005-07-11 00:03:22.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
482,4178,546,908,2005-05-27 22:53:02.000,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,4.99,Foreign
14171,4179,320,910,2005-08-21 03:00:42.000,TREATMENT JEKYLL,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,2006,0.99,Drama
14208,4180,299,910,2005-08-21 04:09:18.000,TREATMENT JEKYLL,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,2006,0.99,Drama
7797,4180,370,910,2005-07-28 07:41:07.000,TREATMENT JEKYLL,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,2006,0.99,Drama
508,4179,434,910,2005-05-28 02:40:50.000,TREATMENT JEKYLL,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,2006,0.99,Drama
1572,4179,560,910,2005-06-16 03:23:22.000,TREATMENT JEKYLL,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,2006,0.99,Drama
5457,4179,433,910,2005-07-09 22:33:14.000,TREATMENT JEKYLL,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,2006,0.99,Drama
9805,4179,36,910,2005-07-31 11:11:10.000,TREATMENT JEKYLL,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,2006,0.99,Drama
14039,4187,383,911,2005-08-20 21:39:43.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
15364,4184,204,911,2005-08-22 21:41:41.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
9553,4187,579,911,2005-07-31 02:06:34.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
4227,4186,78,911,2005-07-07 12:41:36.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
1106,4185,109,911,2005-05-31 14:36:52.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
7930,4181,320,911,2005-07-28 12:21:08.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
13273,4181,433,911,2005-08-19 17:49:13.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
2959,4185,372,911,2005-06-20 07:07:54.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
226,4181,221,911,2005-05-26 10:44:04.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
12418,4186,241,911,2005-08-18 09:59:36.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
5234,4182,398,911,2005-07-09 12:44:47.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
7070,4182,280,911,2005-07-27 04:01:08.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
15479,4182,149,911,2005-08-23 01:50:53.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
6829,4184,361,911,2005-07-12 18:38:59.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
8420,4184,376,911,2005-07-29 07:00:45.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
2520,4181,446,911,2005-06-19 00:29:00.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
4249,4185,111,911,2005-07-07 14:05:17.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
15733,4185,512,911,2005-08-23 11:37:32.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
7007,4186,257,911,2005-07-27 01:43:39.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
2842,4183,217,911,2005-06-19 22:34:20.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
6304,4183,579,911,2005-07-11 18:02:16.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
9253,4183,151,911,2005-07-30 14:20:12.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
13321,4183,280,911,2005-08-19 19:40:37.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
3947,4188,324,911,2005-07-06 21:42:21.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
9356,4188,60,911,2005-07-30 18:36:24.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
12760,4188,363,911,2005-08-18 23:03:19.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
11120,4185,322,911,2005-08-02 08:47:04.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
5331,4181,447,911,2005-07-09 16:54:06.000,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,2006,4.99,Action
397,4193,544,912,2005-05-27 12:29:02.000,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,2.99,Sci-Fi
13097,4194,157,912,2005-08-19 10:50:43.000,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,2.99,Sci-Fi
10376,4194,474,912,2005-08-01 06:27:13.000,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,2.99,Sci-Fi
11051,4189,446,912,2005-08-02 06:23:39.000,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,2.99,Sci-Fi
13854,4192,158,912,2005-08-20 14:48:42.000,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,2.99,Sci-Fi
10346,4192,476,912,2005-08-01 05:19:23.000,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,2.99,Sci-Fi
3820,4192,460,912,2005-07-06 15:35:26.000,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,2.99,Sci-Fi
12349,4191,545,912,2005-08-18 07:23:42.000,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,2.99,Sci-Fi
8730,4191,592,912,2005-07-29 18:23:34.000,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,2.99,Sci-Fi
6577,4191,439,912,2005-07-12 06:15:05.000,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,2.99,Sci-Fi
3271,4191,196,912,2005-06-21 05:16:10.000,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,2.99,Sci-Fi
14924,4189,118,912,2005-08-22 05:15:17.000,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,2.99,Sci-Fi
